ticket_text,channel,response_hours,escalated
i want a refund for the invoice on my account please escalate this to a manager,portal,28.49,0
could you please explain the discount that was applied thanks for the help i expect this resolved today,email,0.39,0
quick question about the api rate limit whenever you get a chance please escalate this to a manager,chat,2.94,1
nobody has replied to my messages about the invoice on my account please escalate this to a manager,chat,3.65,1
could you please explain the discount that was applied whenever you get a chance,email,3.42,0
quick question about the discount that was applied whenever you get a chance i expect this resolved today,chat,9.13,1
your team promised a fix last week for the discount that was applied and i still have no answer thanks for the help,email,16.44,1
quick question about the discount that was applied thanks for the help,chat,3.39,0
quick question about the monthly usage report thanks for the help,chat,13.8,0
quick question about the monthly usage report thanks in advance,phone,8.52,1
could you please explain the subscription renewal no rush at all,email,21.27,0
i am trying to understand the subscription renewal no rush at all,email,1.03,0
quick question about the invoice on my account whenever you get a chance,chat,4.13,0
your team promised a fix last week for the invoice on my account please escalate this to a manager,chat,9.8,1
quick question about the api rate limit thanks in advance and i still have no answer,email,14.06,0
nobody has replied to my messages about the discount that was applied i am considering cancelling,email,8.72,1
just checking on the seat i removed last month thanks in advance,portal,4.0,0
i am trying to understand the monthly usage report happy to send screenshots,chat,7.51,0
just checking on the discount that was applied no rush at all please escalate this to a manager,email,12.57,0
quick question about the subscription renewal no rush at all,phone,1.13,0
wondering if it is possible to the api rate limit thanks in advance,portal,2.12,0
i am trying to understand the monthly usage report thanks for the help,portal,11.84,1
quick question about the data export feature thanks in advance,portal,8.22,0
i am trying to understand the mobile app login no rush at all,chat,5.4,0
this is the third time i am writing about the seat i removed last month i am considering cancelling,chat,17.73,1
quick question about the data export feature thanks in advance,chat,9.04,0
i have been charged twice for the monthly usage report this is unacceptable,portal,5.31,1
your team promised a fix last week for the mobile app login and i still have no answer no rush at all,portal,26.23,0
your team promised a fix last week for the mobile app login and i still have no answer,chat,11.41,0
wondering if it is possible to the monthly usage report happy to send screenshots,email,6.5,0
could you please explain the seat i removed last month whenever you get a chance,portal,0.93,0
could you please explain the mobile app login whenever you get a chance,phone,4.39,0
i am trying to understand the api rate limit whenever you get a chance,chat,4.48,0
your team promised a fix last week for the monthly usage report this is unacceptable,phone,11.02,0
could you please explain the discount that was applied whenever you get a chance,email,5.49,0
i want a refund for the api rate limit and i still have no answer,email,8.05,1
this is the third time i am writing about the data export feature and i still have no answer,phone,15.45,1
i have been charged twice for the data export feature i expect this resolved today,email,5.98,0
quick question about the invoice on my account happy to send screenshots i am considering cancelling,email,3.78,0
nobody has replied to my messages about the mobile app login please escalate this to a manager,email,2.49,0
nobody has replied to my messages about the seat i removed last month i expect this resolved today,chat,18.16,1
this is the third time i am writing about the subscription renewal i expect this resolved today,email,22.39,0
quick question about the subscription renewal happy to send screenshots,portal,6.41,0
i have been charged twice for the mobile app login i expect this resolved today,email,14.05,0
nobody has replied to my messages about the monthly usage report i am considering cancelling happy to send screenshots,email,12.36,1
this is the third time i am writing about the seat i removed last month and i still have no answer,chat,8.84,0
wondering if it is possible to the seat i removed last month thanks in advance,chat,6.27,0
could you please explain the mobile app login whenever you get a chance i expect this resolved today,chat,7.07,0
quick question about the discount that was applied happy to send screenshots,chat,4.23,0
this is the third time i am writing about the seat i removed last month please escalate this to a manager,chat,11.91,0
could you please explain the data export feature no rush at all i am considering cancelling,email,2.7,1
could you please explain the invoice on my account thanks for the help please escalate this to a manager,email,7.87,0
just checking on the monthly usage report thanks in advance,email,8.66,0
just checking on the api rate limit happy to send screenshots,email,4.96,0
quick question about the mobile app login whenever you get a chance,email,2.7,0
could you please explain the monthly usage report happy to send screenshots,email,4.02,0
your team promised a fix last week for the monthly usage report i am considering cancelling,phone,1.36,1
i am trying to understand the api rate limit whenever you get a chance,phone,4.38,0
could you please explain the discount that was applied happy to send screenshots,portal,6.25,0
nobody has replied to my messages about the subscription renewal i expect this resolved today,chat,13.41,0
i am trying to understand the mobile app login happy to send screenshots,chat,2.95,0
quick question about the seat i removed last month happy to send screenshots,portal,1.32,0
i am trying to understand the subscription renewal whenever you get a chance i expect this resolved today,phone,4.88,1
quick question about the api rate limit whenever you get a chance,chat,4.26,0
i want a refund for the mobile app login i expect this resolved today,portal,21.33,0
wondering if it is possible to the discount that was applied happy to send screenshots,chat,5.3,0
i have been charged twice for the subscription renewal please escalate this to a manager,chat,17.5,1
i want a refund for the api rate limit this is unacceptable,phone,21.38,1
wondering if it is possible to the invoice on my account no rush at all,phone,7.01,0
could you please explain the api rate limit whenever you get a chance,email,8.18,0
could you please explain the invoice on my account thanks in advance,portal,3.35,0
could you please explain the subscription renewal happy to send screenshots,email,6.82,0
i am trying to understand the api rate limit whenever you get a chance and i still have no answer,email,2.0,1
nobody has replied to my messages about the api rate limit i am considering cancelling thanks for the help,chat,3.68,1
quick question about the invoice on my account whenever you get a chance,portal,1.6,0
nobody has replied to my messages about the data export feature i am considering cancelling,portal,10.91,1
i have been charged twice for the api rate limit i expect this resolved today,email,4.59,1
quick question about the invoice on my account happy to send screenshots i expect this resolved today,email,5.66,0
quick question about the subscription renewal whenever you get a chance,chat,13.85,0
wondering if it is possible to the mobile app login thanks for the help,chat,17.28,0
wondering if it is possible to the api rate limit thanks for the help,portal,5.58,0
i have been charged twice for the seat i removed last month please escalate this to a manager,chat,26.0,0
just checking on the mobile app login whenever you get a chance please escalate this to a manager,portal,1.5,0
i am trying to understand the monthly usage report whenever you get a chance,chat,9.15,0
quick question about the discount that was applied no rush at all this is unacceptable,portal,12.99,0
wondering if it is possible to the monthly usage report no rush at all,email,4.06,1
this is the third time i am writing about the api rate limit i am considering cancelling,email,25.25,1
just checking on the mobile app login thanks for the help,email,3.25,0
just checking on the monthly usage report thanks in advance,email,11.93,0
your team promised a fix last week for the discount that was applied please escalate this to a manager,chat,4.98,0
i have been charged twice for the monthly usage report and i still have no answer,chat,4.53,0
i want a refund for the subscription renewal and i still have no answer,portal,4.57,0
wondering if it is possible to the data export feature thanks in advance i am considering cancelling,portal,15.76,0
quick question about the data export feature whenever you get a chance,email,7.26,0
just checking on the monthly usage report thanks in advance i am considering cancelling,chat,2.62,0
nobody has replied to my messages about the seat i removed last month this is unacceptable,chat,1.88,0
i want a refund for the mobile app login i am considering cancelling,email,8.58,0
your team promised a fix last week for the subscription renewal this is unacceptable,phone,4.66,1
just checking on the monthly usage report no rush at all,email,3.73,1
could you please explain the data export feature thanks for the help,chat,2.81,0
i am trying to understand the api rate limit happy to send screenshots and i still have no answer,phone,3.03,0
could you please explain the seat i removed last month whenever you get a chance,email,8.94,1
wondering if it is possible to the invoice on my account whenever you get a chance,portal,20.87,0
wondering if it is possible to the invoice on my account whenever you get a chance,chat,2.2,0
i am trying to understand the api rate limit whenever you get a chance,portal,1.6,0
i have been charged twice for the invoice on my account and i still have no answer,portal,3.56,0
wondering if it is possible to the discount that was applied happy to send screenshots please escalate this to a manager,portal,11.97,0
quick question about the seat i removed last month happy to send screenshots,portal,6.41,1
this is the third time i am writing about the data export feature please escalate this to a manager,chat,15.88,1
your team promised a fix last week for the discount that was applied please escalate this to a manager,email,18.81,0
wondering if it is possible to the seat i removed last month no rush at all,email,10.49,0
this is the third time i am writing about the discount that was applied please escalate this to a manager,chat,6.88,1
nobody has replied to my messages about the mobile app login please escalate this to a manager,portal,22.72,0
wondering if it is possible to the seat i removed last month thanks in advance,chat,10.23,0
nobody has replied to my messages about the seat i removed last month and i still have no answer,email,14.05,1
your team promised a fix last week for the seat i removed last month please escalate this to a manager,phone,21.27,1
wondering if it is possible to the api rate limit thanks for the help,chat,13.39,1
wondering if it is possible to the monthly usage report whenever you get a chance please escalate this to a manager,portal,3.19,0
quick question about the subscription renewal happy to send screenshots,email,4.57,0
quick question about the data export feature happy to send screenshots,email,2.42,0
just checking on the api rate limit no rush at all,portal,2.7,0
wondering if it is possible to the monthly usage report no rush at all and i still have no answer,chat,4.94,0
just checking on the data export feature no rush at all,email,8.78,1
just checking on the discount that was applied happy to send screenshots,portal,9.11,0
just checking on the api rate limit thanks for the help,phone,10.55,1
this is the third time i am writing about the seat i removed last month i am considering cancelling thanks in advance,phone,8.21,0
i have been charged twice for the monthly usage report this is unacceptable,email,6.97,0
i want a refund for the seat i removed last month i expect this resolved today,email,16.84,1
could you please explain the invoice on my account whenever you get a chance,email,9.09,1
your team promised a fix last week for the api rate limit this is unacceptable,portal,13.05,0
nobody has replied to my messages about the subscription renewal i expect this resolved today,chat,3.83,0
nobody has replied to my messages about the invoice on my account i am considering cancelling,portal,7.1,0
quick question about the data export feature happy to send screenshots,chat,1.33,0
could you please explain the monthly usage report thanks for the help,chat,0.87,0
i want a refund for the discount that was applied i expect this resolved today,portal,19.06,0
i am trying to understand the seat i removed last month whenever you get a chance,portal,1.28,0
i want a refund for the data export feature and i still have no answer,email,13.5,0
i am trying to understand the invoice on my account no rush at all,chat,2.85,0
this is the third time i am writing about the discount that was applied and i still have no answer,portal,15.55,1
your team promised a fix last week for the subscription renewal i expect this resolved today happy to send screenshots,email,16.11,0
could you please explain the api rate limit thanks for the help,phone,5.82,1
just checking on the api rate limit happy to send screenshots please escalate this to a manager,email,5.95,0
wondering if it is possible to the monthly usage report thanks in advance,portal,3.05,0
this is the third time i am writing about the monthly usage report this is unacceptable thanks in advance,chat,12.62,1
just checking on the monthly usage report thanks in advance,chat,7.27,0
your team promised a fix last week for the api rate limit i am considering cancelling,email,1.82,0
nobody has replied to my messages about the invoice on my account i am considering cancelling,chat,12.3,0
this is the third time i am writing about the seat i removed last month please escalate this to a manager,portal,21.54,1
i want a refund for the invoice on my account i am considering cancelling,email,13.43,1
just checking on the data export feature no rush at all,portal,3.28,0
your team promised a fix last week for the seat i removed last month this is unacceptable,phone,18.26,1
i want a refund for the seat i removed last month and i still have no answer,email,14.94,1
i am trying to understand the data export feature happy to send screenshots i expect this resolved today,chat,1.58,0
just checking on the discount that was applied happy to send screenshots,email,3.02,0
i am trying to understand the api rate limit whenever you get a chance i am considering cancelling,chat,9.71,0
just checking on the seat i removed last month no rush at all,phone,2.72,1
this is the third time i am writing about the monthly usage report i am considering cancelling no rush at all,phone,12.48,0
wondering if it is possible to the invoice on my account happy to send screenshots and i still have no answer,portal,7.25,0
this is the third time i am writing about the api rate limit this is unacceptable,email,7.34,1
could you please explain the discount that was applied happy to send screenshots,email,5.96,0
could you please explain the monthly usage report no rush at all,portal,5.49,0
could you please explain the subscription renewal thanks for the help,email,3.67,0
i want a refund for the discount that was applied i expect this resolved today whenever you get a chance,email,5.99,1
i want a refund for the discount that was applied and i still have no answer whenever you get a chance,chat,14.26,1
just checking on the invoice on my account happy to send screenshots,chat,4.43,0
nobody has replied to my messages about the subscription renewal i expect this resolved today,chat,12.51,0
just checking on the discount that was applied whenever you get a chance,portal,5.15,0
just checking on the subscription renewal happy to send screenshots,email,0.15,1
i am trying to understand the subscription renewal no rush at all,portal,12.14,0
i am trying to understand the api rate limit no rush at all,portal,0.6,0
wondering if it is possible to the api rate limit happy to send screenshots,chat,0.93,0
just checking on the seat i removed last month whenever you get a chance,chat,4.6,0
i have been charged twice for the monthly usage report i am considering cancelling,chat,24.75,1
wondering if it is possible to the invoice on my account thanks for the help i am considering cancelling,chat,7.66,0
i want a refund for the invoice on my account please escalate this to a manager,chat,12.61,1
i am trying to understand the monthly usage report thanks in advance,phone,7.26,0
this is the third time i am writing about the invoice on my account i expect this resolved today no rush at all,chat,3.8,1
i have been charged twice for the monthly usage report this is unacceptable,email,14.38,1
wondering if it is possible to the api rate limit thanks for the help,email,2.86,0
i am trying to understand the invoice on my account happy to send screenshots,email,16.72,1
your team promised a fix last week for the api rate limit i am considering cancelling,portal,0.61,0
i am trying to understand the api rate limit whenever you get a chance,email,4.95,0
your team promised a fix last week for the mobile app login i expect this resolved today,chat,15.03,0
wondering if it is possible to the subscription renewal thanks for the help,portal,4.15,0
just checking on the seat i removed last month thanks in advance,phone,9.12,0
your team promised a fix last week for the discount that was applied i expect this resolved today thanks in advance,portal,17.95,1
just checking on the api rate limit thanks for the help,email,0.72,0
quick question about the invoice on my account thanks for the help,chat,4.89,0
nobody has replied to my messages about the api rate limit this is unacceptable,chat,19.65,1
wondering if it is possible to the api rate limit happy to send screenshots,email,3.0,1
i want a refund for the invoice on my account this is unacceptable,chat,2.09,0
just checking on the data export feature no rush at all,portal,2.45,0
could you please explain the api rate limit thanks for the help this is unacceptable,chat,3.38,1
could you please explain the monthly usage report thanks in advance,email,2.76,0
i am trying to understand the discount that was applied happy to send screenshots i expect this resolved today,phone,11.88,0
i want a refund for the data export feature please escalate this to a manager thanks for the help,email,7.46,0
quick question about the seat i removed last month happy to send screenshots,chat,2.95,0
i want a refund for the subscription renewal and i still have no answer,chat,10.16,0
wondering if it is possible to the subscription renewal no rush at all,phone,6.35,0
i am trying to understand the monthly usage report thanks for the help,chat,6.17,1
i am trying to understand the api rate limit thanks for the help please escalate this to a manager,email,13.89,1
just checking on the subscription renewal whenever you get a chance,chat,7.99,0
wondering if it is possible to the monthly usage report thanks for the help,chat,12.26,0
nobody has replied to my messages about the subscription renewal and i still have no answer thanks for the help,email,3.64,0
just checking on the subscription renewal thanks for the help,phone,18.24,1
just checking on the monthly usage report thanks in advance,portal,4.29,0
quick question about the api rate limit happy to send screenshots,email,5.8,0
i want a refund for the invoice on my account i expect this resolved today,email,11.11,1
i am trying to understand the monthly usage report thanks in advance,email,2.92,0
this is the third time i am writing about the data export feature i expect this resolved today,email,16.85,1
just checking on the subscription renewal no rush at all i expect this resolved today,email,3.11,0
i am trying to understand the subscription renewal thanks in advance and i still have no answer,email,1.9,0
just checking on the api rate limit no rush at all,chat,8.07,0
i am trying to understand the api rate limit whenever you get a chance,email,1.5,0
just checking on the mobile app login whenever you get a chance,email,5.49,0
just checking on the subscription renewal happy to send screenshots,email,1.39,0
i have been charged twice for the mobile app login please escalate this to a manager,chat,10.31,1
quick question about the mobile app login happy to send screenshots i expect this resolved today,chat,2.33,0
could you please explain the seat i removed last month happy to send screenshots,email,3.37,0
quick question about the monthly usage report whenever you get a chance,chat,3.39,0
i have been charged twice for the monthly usage report i am considering cancelling,email,10.54,1
just checking on the subscription renewal thanks for the help,portal,14.91,0
i am trying to understand the seat i removed last month thanks in advance,phone,5.24,0
could you please explain the seat i removed last month happy to send screenshots i expect this resolved today,chat,16.13,0
i have been charged twice for the discount that was applied i am considering cancelling,email,4.31,0
wondering if it is possible to the subscription renewal thanks for the help,chat,2.71,0
your team promised a fix last week for the mobile app login i am considering cancelling,email,5.48,0
your team promised a fix last week for the invoice on my account this is unacceptable,email,7.44,0
wondering if it is possible to the monthly usage report no rush at all,chat,9.07,0
i want a refund for the mobile app login this is unacceptable,email,7.21,1
wondering if it is possible to the data export feature no rush at all,chat,6.46,0
nobody has replied to my messages about the discount that was applied i am considering cancelling,chat,3.36,0
quick question about the discount that was applied whenever you get a chance,email,5.43,0
just checking on the seat i removed last month whenever you get a chance,email,4.72,0
i have been charged twice for the data export feature and i still have no answer,portal,16.69,0
this is the third time i am writing about the mobile app login i am considering cancelling,email,12.43,0
just checking on the discount that was applied thanks for the help,email,1.94,0
i have been charged twice for the invoice on my account please escalate this to a manager,phone,14.17,0
i want a refund for the invoice on my account i am considering cancelling,chat,5.04,1
quick question about the data export feature thanks in advance,chat,11.92,0
could you please explain the monthly usage report no rush at all and i still have no answer,chat,2.38,0
just checking on the subscription renewal no rush at all,portal,4.16,0
wondering if it is possible to the data export feature no rush at all,email,0.77,0
this is the third time i am writing about the monthly usage report this is unacceptable,email,18.37,1
just checking on the invoice on my account thanks for the help,portal,10.51,1
wondering if it is possible to the discount that was applied no rush at all,portal,4.88,0
i want a refund for the data export feature this is unacceptable,chat,13.02,0
i am trying to understand the subscription renewal whenever you get a chance and i still have no answer,portal,12.78,0
i have been charged twice for the discount that was applied please escalate this to a manager,chat,21.89,0
could you please explain the seat i removed last month no rush at all,portal,2.09,0
i am trying to understand the seat i removed last month whenever you get a chance,email,5.01,0
could you please explain the mobile app login no rush at all,chat,3.93,0
i am trying to understand the api rate limit no rush at all,phone,2.79,0
i am trying to understand the seat i removed last month thanks for the help and i still have no answer,email,2.56,0
your team promised a fix last week for the seat i removed last month i expect this resolved today,portal,7.11,0
i have been charged twice for the discount that was applied i am considering cancelling,email,20.12,1
just checking on the monthly usage report thanks for the help please escalate this to a manager,portal,3.45,1
quick question about the discount that was applied whenever you get a chance,portal,4.04,0
wondering if it is possible to the monthly usage report thanks for the help,phone,6.95,0
your team promised a fix last week for the data export feature please escalate this to a manager,chat,0.69,1
quick question about the seat i removed last month no rush at all,chat,6.14,0
quick question about the monthly usage report thanks in advance,chat,13.55,0
wondering if it is possible to the mobile app login thanks for the help,email,8.44,0
quick question about the monthly usage report thanks in advance i expect this resolved today,portal,0.81,0
could you please explain the subscription renewal thanks in advance,email,5.52,0
just checking on the subscription renewal thanks in advance i am considering cancelling,phone,0.22,0
wondering if it is possible to the subscription renewal no rush at all this is unacceptable,phone,3.47,0
your team promised a fix last week for the seat i removed last month this is unacceptable,portal,8.43,0
quick question about the monthly usage report no rush at all and i still have no answer,portal,1.44,0
could you please explain the subscription renewal thanks in advance,portal,2.87,0
i have been charged twice for the api rate limit and i still have no answer,chat,14.9,1
quick question about the discount that was applied thanks for the help i expect this resolved today,phone,7.02,1
i want a refund for the data export feature and i still have no answer,email,2.13,0
i have been charged twice for the mobile app login i expect this resolved today no rush at all,chat,7.5,1
i am trying to understand the data export feature whenever you get a chance,phone,3.15,0
your team promised a fix last week for the data export feature and i still have no answer,portal,8.51,1
wondering if it is possible to the invoice on my account thanks in advance,portal,23.84,1
could you please explain the seat i removed last month no rush at all,phone,4.43,0
nobody has replied to my messages about the mobile app login and i still have no answer,portal,4.65,0
wondering if it is possible to the discount that was applied thanks in advance,email,2.76,0
nobody has replied to my messages about the discount that was applied this is unacceptable happy to send screenshots,email,0.25,1
nobody has replied to my messages about the invoice on my account i am considering cancelling,email,24.81,1
nobody has replied to my messages about the api rate limit and i still have no answer whenever you get a chance,email,12.64,1
quick question about the subscription renewal whenever you get a chance,email,4.07,0
this is the third time i am writing about the monthly usage report and i still have no answer,portal,11.55,0
could you please explain the api rate limit thanks in advance i expect this resolved today,portal,5.27,0
i am trying to understand the subscription renewal thanks for the help this is unacceptable,phone,4.72,0
wondering if it is possible to the api rate limit happy to send screenshots,email,7.36,0
quick question about the data export feature thanks in advance please escalate this to a manager,email,7.4,0
wondering if it is possible to the subscription renewal thanks in advance i expect this resolved today,chat,6.79,1
nobody has replied to my messages about the subscription renewal this is unacceptable thanks in advance,email,23.84,0
this is the third time i am writing about the invoice on my account and i still have no answer,email,2.5,0
your team promised a fix last week for the data export feature please escalate this to a manager,email,12.27,0
wondering if it is possible to the mobile app login thanks in advance,chat,9.85,0
quick question about the data export feature no rush at all,email,5.91,0
your team promised a fix last week for the api rate limit please escalate this to a manager thanks in advance,chat,14.96,1
could you please explain the discount that was applied thanks in advance,portal,26.06,1
i have been charged twice for the monthly usage report i expect this resolved today,chat,6.71,1
wondering if it is possible to the mobile app login whenever you get a chance,portal,2.63,0
could you please explain the monthly usage report thanks for the help,portal,8.44,0
i am trying to understand the mobile app login thanks in advance please escalate this to a manager,chat,11.84,0
i am trying to understand the subscription renewal whenever you get a chance,email,12.92,0
i want a refund for the invoice on my account i am considering cancelling,phone,5.61,1
wondering if it is possible to the monthly usage report thanks in advance,email,4.33,1
your team promised a fix last week for the mobile app login i expect this resolved today,chat,3.49,1
just checking on the monthly usage report no rush at all and i still have no answer,email,4.89,0
this is the third time i am writing about the data export feature this is unacceptable,phone,15.17,1
this is the third time i am writing about the monthly usage report i expect this resolved today,email,2.82,0
could you please explain the discount that was applied thanks for the help,chat,14.45,0
your team promised a fix last week for the monthly usage report and i still have no answer,portal,18.84,0
quick question about the mobile app login thanks for the help,chat,10.02,0
quick question about the discount that was applied happy to send screenshots and i still have no answer,email,7.93,0
nobody has replied to my messages about the monthly usage report and i still have no answer,chat,14.47,0
i want a refund for the subscription renewal i am considering cancelling,email,4.86,0
quick question about the data export feature thanks for the help i am considering cancelling,portal,9.97,0
quick question about the mobile app login thanks for the help please escalate this to a manager,email,7.8,0
wondering if it is possible to the seat i removed last month thanks for the help and i still have no answer,portal,5.43,0
wondering if it is possible to the subscription renewal thanks in advance,chat,6.16,0
quick question about the subscription renewal happy to send screenshots,email,2.81,0
i have been charged twice for the subscription renewal i am considering cancelling,chat,17.63,0
i have been charged twice for the api rate limit i am considering cancelling happy to send screenshots,chat,5.73,0
i have been charged twice for the discount that was applied please escalate this to a manager,email,15.01,1
quick question about the seat i removed last month no rush at all,email,2.26,0
wondering if it is possible to the mobile app login whenever you get a chance,portal,4.14,1
i am trying to understand the monthly usage report thanks for the help,chat,5.27,1
could you please explain the invoice on my account thanks in advance i expect this resolved today,email,2.88,0
could you please explain the invoice on my account no rush at all,phone,8.32,0
i have been charged twice for the discount that was applied i expect this resolved today,email,9.74,0
quick question about the invoice on my account no rush at all,chat,9.44,0
i have been charged twice for the discount that was applied please escalate this to a manager,chat,1.95,0
i want a refund for the mobile app login i expect this resolved today,email,9.57,1
wondering if it is possible to the subscription renewal happy to send screenshots,portal,3.39,0
this is the third time i am writing about the data export feature i am considering cancelling,email,9.79,0
quick question about the monthly usage report whenever you get a chance,chat,6.14,0
could you please explain the api rate limit happy to send screenshots,chat,8.72,0
nobody has replied to my messages about the seat i removed last month i expect this resolved today,email,9.52,0
nobody has replied to my messages about the mobile app login and i still have no answer thanks in advance,email,13.27,1
just checking on the monthly usage report no rush at all,chat,1.48,0
this is the third time i am writing about the subscription renewal i expect this resolved today,portal,8.7,1
just checking on the data export feature thanks for the help,chat,6.71,0
this is the third time i am writing about the monthly usage report please escalate this to a manager,email,26.09,0
i have been charged twice for the data export feature and i still have no answer,email,16.31,0
could you please explain the discount that was applied whenever you get a chance,chat,5.52,0
just checking on the monthly usage report no rush at all i expect this resolved today,phone,1.74,0
could you please explain the data export feature thanks in advance please escalate this to a manager,email,0.66,0
this is the third time i am writing about the seat i removed last month i expect this resolved today no rush at all,email,2.93,1
this is the third time i am writing about the data export feature this is unacceptable,phone,3.69,1
quick question about the mobile app login thanks for the help,email,2.86,0
could you please explain the seat i removed last month thanks for the help,chat,17.83,1
could you please explain the invoice on my account thanks for the help,portal,8.54,1
wondering if it is possible to the monthly usage report happy to send screenshots,email,7.69,0
wondering if it is possible to the data export feature thanks in advance,email,2.09,0
i want a refund for the api rate limit and i still have no answer,email,10.0,0
i have been charged twice for the api rate limit i am considering cancelling,email,2.84,0
just checking on the mobile app login thanks in advance,chat,4.9,0
just checking on the monthly usage report happy to send screenshots and i still have no answer,chat,10.31,0
quick question about the subscription renewal whenever you get a chance and i still have no answer,portal,17.97,0
quick question about the data export feature whenever you get a chance,email,2.65,1
this is the third time i am writing about the subscription renewal this is unacceptable,chat,19.4,1
this is the third time i am writing about the subscription renewal and i still have no answer,chat,16.6,1
just checking on the mobile app login thanks for the help,portal,3.87,0
just checking on the discount that was applied no rush at all,portal,4.54,0
i am trying to understand the seat i removed last month thanks for the help this is unacceptable,email,5.73,1
i want a refund for the seat i removed last month i am considering cancelling,email,18.48,0
just checking on the discount that was applied happy to send screenshots,chat,3.32,0
nobody has replied to my messages about the data export feature please escalate this to a manager thanks for the help,chat,15.45,1
could you please explain the seat i removed last month happy to send screenshots,email,14.47,1
this is the third time i am writing about the seat i removed last month this is unacceptable happy to send screenshots,phone,6.0,1
could you please explain the monthly usage report happy to send screenshots,chat,4.23,0
your team promised a fix last week for the data export feature please escalate this to a manager,phone,20.51,1
your team promised a fix last week for the invoice on my account i am considering cancelling,email,12.58,1
your team promised a fix last week for the seat i removed last month and i still have no answer,email,5.02,0
this is the third time i am writing about the subscription renewal i expect this resolved today,email,2.52,0
i have been charged twice for the discount that was applied i am considering cancelling,email,13.82,1
just checking on the discount that was applied whenever you get a chance,chat,10.79,0
i am trying to understand the monthly usage report happy to send screenshots,email,1.39,0
could you please explain the mobile app login happy to send screenshots,email,3.98,0
quick question about the seat i removed last month happy to send screenshots,portal,1.92,0
this is the third time i am writing about the api rate limit i expect this resolved today,chat,7.28,0
could you please explain the invoice on my account no rush at all,email,7.03,0
nobody has replied to my messages about the invoice on my account i am considering cancelling happy to send screenshots,portal,8.23,0
quick question about the api rate limit thanks for the help,email,9.91,0
wondering if it is possible to the data export feature happy to send screenshots,portal,4.09,0
i have been charged twice for the data export feature and i still have no answer no rush at all,chat,27.79,1
i have been charged twice for the seat i removed last month and i still have no answer,chat,7.32,1
i want a refund for the data export feature and i still have no answer,portal,4.49,1
quick question about the seat i removed last month happy to send screenshots,email,5.1,0
this is the third time i am writing about the subscription renewal please escalate this to a manager thanks in advance,portal,39.44,1
nobody has replied to my messages about the api rate limit please escalate this to a manager,chat,1.43,1
nobody has replied to my messages about the invoice on my account i am considering cancelling,portal,4.21,0
i have been charged twice for the discount that was applied please escalate this to a manager,email,9.13,1
just checking on the seat i removed last month whenever you get a chance,chat,4.27,0
nobody has replied to my messages about the seat i removed last month this is unacceptable,chat,5.59,0
just checking on the subscription renewal thanks for the help,email,14.41,0
i have been charged twice for the invoice on my account this is unacceptable,email,17.63,1
quick question about the monthly usage report happy to send screenshots i am considering cancelling,phone,5.73,0
just checking on the invoice on my account happy to send screenshots,email,7.17,1
could you please explain the api rate limit thanks in advance,phone,13.59,0
this is the third time i am writing about the api rate limit please escalate this to a manager,email,4.14,0
just checking on the subscription renewal thanks in advance please escalate this to a manager,portal,1.61,1
wondering if it is possible to the discount that was applied whenever you get a chance,chat,7.53,0
wondering if it is possible to the api rate limit thanks for the help,email,9.5,0
your team promised a fix last week for the mobile app login and i still have no answer,chat,12.35,1
could you please explain the data export feature happy to send screenshots,email,1.89,0
your team promised a fix last week for the seat i removed last month this is unacceptable,portal,3.36,1
this is the third time i am writing about the subscription renewal i am considering cancelling whenever you get a chance,email,10.93,0
i have been charged twice for the data export feature please escalate this to a manager,chat,1.55,1
just checking on the monthly usage report thanks in advance,email,7.02,0
nobody has replied to my messages about the data export feature this is unacceptable no rush at all,email,1.08,0
wondering if it is possible to the monthly usage report thanks for the help,chat,8.36,1
just checking on the invoice on my account happy to send screenshots,email,4.88,0
could you please explain the subscription renewal whenever you get a chance,email,4.39,0
wondering if it is possible to the seat i removed last month whenever you get a chance,email,1.11,0
your team promised a fix last week for the data export feature please escalate this to a manager thanks for the help,phone,11.89,1
could you please explain the mobile app login thanks for the help,email,1.32,0
i am trying to understand the mobile app login thanks in advance,chat,14.52,1
i want a refund for the mobile app login i am considering cancelling,chat,6.28,1
just checking on the mobile app login whenever you get a chance,portal,2.9,0
could you please explain the api rate limit whenever you get a chance i expect this resolved today,email,3.94,0
your team promised a fix last week for the data export feature please escalate this to a manager,email,14.19,1
your team promised a fix last week for the subscription renewal i am considering cancelling,chat,21.09,1
nobody has replied to my messages about the subscription renewal i expect this resolved today,email,11.72,1
i am trying to understand the discount that was applied no rush at all,portal,2.18,1
i have been charged twice for the mobile app login i expect this resolved today,email,16.61,0
i want a refund for the discount that was applied i expect this resolved today,chat,15.38,1
i am trying to understand the subscription renewal thanks for the help,portal,6.08,1
quick question about the api rate limit whenever you get a chance,email,7.57,0
i am trying to understand the api rate limit thanks for the help i expect this resolved today,portal,11.16,0
i have been charged twice for the api rate limit i am considering cancelling,chat,5.79,1
i want a refund for the discount that was applied and i still have no answer,portal,4.0,1
wondering if it is possible to the seat i removed last month happy to send screenshots,email,1.26,0
i want a refund for the data export feature please escalate this to a manager,email,16.85,1
i am trying to understand the invoice on my account no rush at all,portal,13.26,0
quick question about the subscription renewal thanks for the help,phone,3.31,0
just checking on the monthly usage report thanks in advance,chat,4.53,0
could you please explain the seat i removed last month thanks for the help,email,6.25,0
could you please explain the monthly usage report whenever you get a chance,email,1.42,0
